post_id,title,published_date,visible_comments,url
224362884471,"[블로그 있어요!] 세번째 주인공은 누구일까요? 🤔",2026.7.30.,3708,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224362884471&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=4&postListTopCurrentPage=&from=menu"
224359035732,"[블로그 있어요!] 한로로의 일상",2026.7.27.,1069,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224359035732&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=4&postListTopCurrentPage=&from=menu"
224355424721,"[블로그 있어요!] 두번째 주인공은 누구일까요?🤔",2026.7.23.,5359,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224355424721&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=4&postListTopCurrentPage=&from=menu"
224354189570,"8월, 이달의 블로그를 추천해 주세요!",2026.7.22.,270,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224354189570&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=4&postListTopCurrentPage=&from=menu"
224351717568,"[블로그 있어요!] 넉살의 틈",2026.7.20.,1344,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224351717568&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=4&postListTopCurrentPage=&from=menu"
224348332293,"[스마트에디터 ONE] 🆕 증권 글감이 추가되었습니다!📊 (feat. 글감 검색 기능 업데이트🔍)",2026.7.16.,186,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224348332293&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=5&postListTopCurrentPage=&from=menu"
224347686538,"[블로그 있어요!] 7월부터 매주 한 명씩, 블로거를 소개합니다! 📝",2026.7.15.,6378,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224347686538&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=5&postListTopCurrentPage=&from=menu"
224347278458,"[네이버 메이트] 2026년 7월, 스페셜 지원금 대상자를 공개합니다!",2026.7.15.,142,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224347278458&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=5&postListTopCurrentPage=&from=menu"
224346515376,"[당첨 공지] 모두의 회고 프로젝트 6월 당첨자를 발표합니다! 🎉",2026.7.14.,144,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224346515376&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=5&postListTopCurrentPage=&from=menu"
224340162252,"7월, 이달의 블로그를 소개합니다!",2026.7.8.,280,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224340162252&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=5&postListTopCurrentPage=&from=menu"
224309230211,"📢 [오픈 알림] '모두의 회고 프로젝트'가 시작됩니다!",2026.6.8.,1430,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224309230211&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=7&postListTopCurrentPage=&from=menu"
224306111510,"네이버 메이트 프로그램 오픈 안내",2026.6.4.,209,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224306111510&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=7&postListTopCurrentPage=&from=menu"
224298976333,"[사전 안내] 네이버 메이트 프로그램이 시작됩니다!",2026.5.28.,283,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224298976333&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=7&postListTopCurrentPage=&from=menu"
224291248578,"6월, 이달의 블로그를 추천해 주세요!",2026.5.20.,318,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224291248578&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=7&postListTopCurrentPage=&from=menu"
224281510266,"5월, 이달의 블로그를 소개합니다!",2026.5.11.,284,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224281510266&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=7&postListTopCurrentPage=&from=menu"
224263801063,"(당첨자 발표 완료)[깜짝 이벤트] 제62회 백상예술대상 후보작 리뷰하고, 시상식 초대권 받아 가세요 🏆✨✨",2026.4.24.,341,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224263801063&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=8&postListTopCurrentPage=&from=menu"
224258875431,"5월, 이달의 블로그를 추천해 주세요!",2026.4.20.,NA,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224258875431&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=8&postListTopCurrentPage=&from=menu"
224246243521,"[스마트에디터 ONE] 🆕 새롭게 추가된 부동산 글감을 사용해 보세요 🏠",2026.4.9.,921,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224246243521&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=8&postListTopCurrentPage=&from=menu"
224245253227,"4월, 이달의 블로그를 소개합니다!",2026.4.8.,187,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224245253227&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=8&postListTopCurrentPage=&from=menu"
224234801764,"탐색탭에서 내 취향 글 읽으면 매일 랜덤 포인트 드려요!",2026.3.30.,585,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224234801764&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=8&postListTopCurrentPage=&from=menu"
224179841464,"2월, 이달의 블로그를 소개합니다!",2026.2.11.,244,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224179841464&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=10&postListTopCurrentPage=&from=menu"
224160413024,"2월, 이달의 블로그를 추천해 주세요!",2026.1.26.,NA,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224160413024&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=10&postListTopCurrentPage=&from=menu"
224152137013,"💫 새로워진 블로그 탐색 피드를 만나보세요!",2026.1.19.,480,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224152137013&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=10&postListTopCurrentPage=&from=menu"
224147690885,"1월, 이달의 블로그를 소개합니다!",2026.1.15.,261,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224147690885&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=10&postListTopCurrentPage=&from=menu"
224137558412,"[2025 블로그 챌린지] 보너스 퀘스트 4차 결산 ⚾️⚽️🏀 (마지막 공지!)",2026.1.7.,252,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224137558412&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=10&postListTopCurrentPage=&from=menu"
224127926587,"[당첨 공지] 2025 왓츠인마이블로그 챌린지 마지막 당첨자를 발표합니다🎖🥳🎉",2025.12.30.,489,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224127926587&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=11&postListTopCurrentPage=&from=menu"
224126781280,"1월, 이달의 블로그를 추천해 주세요!",2025.12.29.,NA,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224126781280&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=11&postListTopCurrentPage=&from=menu"
224120202836,"특별한 연말 리추얼! 2025 마이 블로그 취향 리포트 확인해 보셨나요?👀 (ft.인생네컷 프레임 깜짝 공개)",2025.12.23.,340,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224120202836&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=11&postListTopCurrentPage=&from=menu"
224115868851,"[당첨 안내][2025 블로그 리포트] 드디어 돌아온 블로그 연말 결산🎄 취향 분석 리포트가 도착했습니다 💌",2025.12.19.,947,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224115868851&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=11&postListTopCurrentPage=&from=menu"
224115150189,"2025 블챌 마무리! <같이 보는 블챌러들의 왓츠인마이블로그> 3편 🎒",2025.12.19.,146,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224115150189&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=11&postListTopCurrentPage=&from=menu"
224072225814,"11월, 이달의 블로그를 소개합니다!",2025.11.11.,207,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224072225814&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=14&postListTopCurrentPage=&from=menu"
224066933019,"[당첨 공지] 2025 왓츠인마이블로그 챌린지 2차 당첨자를 발표합니다🎉",2025.11.6.,414,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224066933019&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=14&postListTopCurrentPage=&from=menu"
224065740445,"[11/24 당첨자 발표📢] 내가 첨부한 글감, 한눈에 확인해 보세요!",2025.11.5.,3312,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224065740445&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=14&postListTopCurrentPage=&from=menu"
224058960220,"[2025 블로그 챌린지] 보너스 퀘스트 2차 결산 🎸🎧🎭",2025.10.30.,238,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224058960220&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=14&postListTopCurrentPage=&from=menu"
224057745277,"11월, 이달의 블로그를 추천해 주세요!",2025.10.29.,NA,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224057745277&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=14&postListTopCurrentPage=&from=menu"
224055643170,"2025 블로그 챌린지 도파민 충전 퀘스트 오픈! 내가 보고 읽은 것들을 모아봐요! 📚🎬📺",2025.10.27.,214,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224055643170&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=15&postListTopCurrentPage=&from=menu"
224050169430,"[스마트에디터 ONE] 🆕 새로운 글감을 소개합니다! (+디자인도 업그레이드됐어요✨)",2025.10.22.,284,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224050169430&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=15&postListTopCurrentPage=&from=menu"
224049967473,"[당첨 공지] 2025 왓츠인마이블로그 챌린지 1차 당첨자를 발표합니다 🏆",2025.10.22.,377,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224049967473&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=15&postListTopCurrentPage=&from=menu"
224040569656,"10월, 이달의 블로그를 소개합니다!",2025.10.14.,392,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224040569656&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=15&postListTopCurrentPage=&from=menu"
224028672967,"[2025 블로그 챌린지] 보너스 퀘스트 1차 결산 ✈️🏝️⛰️🚡",2025.10.1.,362,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224028672967&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=15&postListTopCurrentPage=&from=menu"
224027446551,"2025 블로그 챌린지 덕밍아웃 퀘스트 오픈! 연뮤덕들 모여라! 💃🕺🏻",2025.9.30.,321,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224027446551&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=16&postListTopCurrentPage=&from=menu"
224018979759,"10월, 이달의 블로그를 추천해 주세요!",2025.9.23.,NA,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224018979759&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=16&postListTopCurrentPage=&from=menu"
224005578899,"2025 블챌 2주차, 블챌러들의 '왓츠인마이블로그' 엔 뭐가 들었나?! 👀",2025.9.12.,672,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224005578899&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=16&postListTopCurrentPage=&from=menu"
224005397448,"9월, 이달의 블로그를 소개합니다!",2025.9.12.,167,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224005397448&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=16&postListTopCurrentPage=&from=menu"
224003880942,"(10/24 당첨자 발표) 새로워진 블로그앱에서 보물찾기 이벤트에 참여해보세요!🍀🎉",2025.9.11.,NA,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224003880942&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=16&postListTopCurrentPage=&from=menu"
224003753265,"새로워진 모바일 블로그 홈을 만나보세요!",2025.9.11.,907,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=224003753265&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=17&postListTopCurrentPage=&from=menu"
223999413544,"새로운 블로그, 변화를 위한 첫 번째 레터",2025.9.8.,1322,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223999413544&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=17&postListTopCurrentPage=&from=menu"
223996569157,"[담당자가 알려드림] 🧨2025 블챌러 필독🧨",2025.9.5.,371,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223996569157&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=17&postListTopCurrentPage=&from=menu"
223990764097,"💥블챌 오픈💥 2025 왓츠인마이블로그 챌린지가 시작됩니다!!",2025.9.1.,662,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223990764097&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=17&postListTopCurrentPage=&from=menu"
223985504592,"[스마트에디터 ONE] 글감첨부 기능이 🚀 이렇게 달라졌습니다!",2025.8.27.,287,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223985504592&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=17&postListTopCurrentPage=&from=menu"
223984122480,"9월, 이달의 블로그를 추천해 주세요!",2025.8.26.,NA,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223984122480&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=18&postListTopCurrentPage=&from=menu"
223982762262,"🔊 속보: 2025년 9월 1일, 블로그 챌린지가 어마어마한 혜택과 함께 돌아옵니다!",2025.8.25.,694,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223982762262&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=18&postListTopCurrentPage=&from=menu"
223968018570,"내돈내산 방문 글, 플레이스에서 쉽게 찾아보세요!",2025.8.12.,371,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223968018570&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=18&postListTopCurrentPage=&from=menu"
223967044973,"8월, 이달의 블로그를 소개합니다!",2025.8.11.,204,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223967044973&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=18&postListTopCurrentPage=&from=menu"
223953797943,"검색으로 블로거를 찾기 더 쉬워졌어요!",2025.7.31.,414,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223953797943&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=18&postListTopCurrentPage=&from=menu"
223945489939,"8월, 이달의 블로그를 추천해 주세요!",2025.7.24.,NA,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223945489939&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=19&postListTopCurrentPage=&from=menu"
223928693594,"7월, 이달의 블로그를 소개합니다!",2025.7.10.,542,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223928693594&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=19&postListTopCurrentPage=&from=menu"
223924963596,"[공지] 블로그 글감피드가 오픈했습니다!",2025.7.7.,362,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223924963596&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=19&postListTopCurrentPage=&from=menu"
223908876405,"7월, 이달의 블로그를 추천해 주세요!",2025.6.23.,NA,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223908876405&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=19&postListTopCurrentPage=&from=menu"
223894872853,"6월, 이달의 블로그를 소개합니다!",2025.6.10.,686,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223894872853&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=19&postListTopCurrentPage=&from=menu"
223875552349,"6월, 이달의 블로그를 추천해 주세요!",2025.5.23.,NA,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223875552349&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=20&postListTopCurrentPage=&from=menu"
223859136241,"5월, 이달의 블로그를 소개합니다!",2025.5.8.,872,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223859136241&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=20&postListTopCurrentPage=&from=menu"
223841748141,"5월, 이달의 블로그를 추천해 주세요!",2025.4.21.,NA,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223841748141&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=20&postListTopCurrentPage=&from=menu"
223820788559,"4월, 이달의 블로그를 소개합니다!",2025.4.3.,1057,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223820788559&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=20&postListTopCurrentPage=&from=menu"
223812990404,"2025년 3월 31일부터, 블로그 글쓰기는 PC와 블로그 앱을 이용해주세요.",2025.3.28.,577,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223812990404&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=20&postListTopCurrentPage=&from=menu"
223808191297,"4월, 이달의 블로그를 추천해 주세요!",2025.3.24.,NA,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223808191297&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=21&postListTopCurrentPage=&from=menu"
223787575479,"3월, 이달의 블로그를 소개합니다!",2025.3.7.,785,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223787575479&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=21&postListTopCurrentPage=&from=menu"
223758293960,"[이벤트 종료] 7일간 매일 참여 가능! <하단 추천피드> 이벤트 참여하러 오세요~🎉",2025.2.27.,1192,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223758293960&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=21&postListTopCurrentPage=&from=menu"
223771504115,"3월, 이달의 블로그를 추천해 주세요!",2025.2.24.,NA,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223771504115&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=21&postListTopCurrentPage=&from=menu"
223759561460,"크리에이터 어드바이저가 새로워집니다!",2025.2.13.,743,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223759561460&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=21&postListTopCurrentPage=&from=menu"
223672488290,"[안내] 「추천·보증 등에 관한 표시·광고 심사지침」 개정에 따른 준수사항",2024.11.25.,739,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223672488290&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=25&postListTopCurrentPage=&from=menu"
223669815498,"#하이라이트챌린지 10월 당첨자 발표🎊🎊",2024.11.22.,213,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223669815498&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=25&postListTopCurrentPage=&from=menu"
223669422799,"12월, 이달의 블로그를 추천해 주세요!",2024.11.22.,NA,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223669422799&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=25&postListTopCurrentPage=&from=menu"
223657437325,"[당첨 공지] 포토덤프 챌린지 시즌 2 행운의 당첨자를 발표합니다🎁🎈",2024.11.12.,1363,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223657437325&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=25&postListTopCurrentPage=&from=menu"
223650463085,"11월, 이달의 블로그를 소개합니다!",2024.11.7.,447,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223650463085&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=25&postListTopCurrentPage=&from=menu"
223583174857,"#하이라이트챌린지 8월 당첨자 발표🎊🎊",2024.9.13.,512,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223583174857&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=28&postListTopCurrentPage=&from=menu"
223582904650,"[블챌] 추석에 써줬으면 하는 포.덤.챌 주제 15가지🍁",2024.9.13.,562,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223582904650&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=28&postListTopCurrentPage=&from=menu"
223574789969,"[블챌] 포.덤.챌 시즌 2에 참여한 친구를 소개합니다! (EP.6)",2024.9.6.,633,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223574789969&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=28&postListTopCurrentPage=&from=menu"
223574592916,"9월, 이달의 블로그를 소개합니다!",2024.9.6.,312,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223574592916&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=28&postListTopCurrentPage=&from=menu"
223569607944,"[오픈 이벤트🎁] 새롭게 돌아온 포토덤프 챌린지 시즌 2, 오늘 시작합니다🚀 (+당첨자 발표)",2024.9.2.,NA,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223569607944&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=28&postListTopCurrentPage=&from=menu"
223566537248,"가을의 문을 여는 9월, '클립' #하이라이트챌린지와 함께해 주세요🍁",2024.8.30.,362,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223566537248&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=29&postListTopCurrentPage=&from=menu"
223564819837,"[사전 예고] 포토덤프 챌린지 시즌2가 9월 2일(월) 시작됩니다! 📸",2024.8.29.,2443,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223564819837&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=29&postListTopCurrentPage=&from=menu"
223564013982,"[당첨 공지] 포토덤프 챌린지 시즌 1 행운의 당첨자를 발표합니다🍀",2024.8.28.,1026,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223564013982&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=29&postListTopCurrentPage=&from=menu"
223558364808,"#하이라이트챌린지 7월 당첨자 발표🎊🎊",2024.8.23.,352,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223558364808&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=29&postListTopCurrentPage=&from=menu"
223558076131,"9월, 이달의 블로그를 추천해 주세요!",2024.8.23.,NA,"https://blog.naver.com/PostView.naver?blogId=blogpeople&logNo=223558076131&categoryNo=0&parentCategoryNo=0&viewDate=&currentPage=29&postListTopCurrentPage=&from=menu"

